Date,RV_1min,RV_5min,RV_10min,OT
2011/12/30,1.18E-05,4.39E-06,1.27E-06,5.01E-07
2012/1/3,3.95E-05,6.81E-06,4.17E-06,1.80E-06
2012/1/4,2.58E-05,6.78E-06,2.91E-06,1.83E-06
2012/1/5,4.67E-05,1.21E-05,6.92E-06,1.47E-06
2012/1/6,3.32E-05,8.08E-06,5.21E-06,6.27E-07
2012/1/9,2.48E-05,4.10E-06,1.65E-06,4.55E-07
2012/1/10,2.44E-05,6.96E-06,2.24E-06,9.84E-07
2012/1/11,2.31E-05,4.32E-06,1.92E-06,5.23E-07
2012/1/12,2.39E-05,3.60E-06,2.16E-06,4.09E-07
2012/1/13,4.29E-05,1.13E-05,4.47E-06,9.01E-07
2012/1/17,2.83E-05,5.87E-06,2.69E-06,5.50E-07
2012/1/18,2.86E-05,7.65E-06,4.24E-06,1.99E-06
2012/1/19,1.73E-05,4.34E-06,1.70E-06,1.07E-06
2012/1/20,1.40E-05,3.81E-06,2.17E-06,8.11E-07
2012/1/23,2.24E-05,4.28E-06,2.40E-06,5.58E-07
2012/1/24,1.94E-05,4.85E-06,3.39E-06,1.83E-06
2012/1/25,5.23E-05,9.96E-06,6.27E-06,3.82E-06
2012/1/26,3.32E-05,6.94E-06,4.66E-06,2.70E-06
2012/1/27,3.38E-05,8.80E-06,3.12E-06,2.32E-06
2012/1/30,2.74E-05,5.11E-06,3.08E-06,9.18E-07
2012/1/31,4.44E-05,1.25E-05,8.34E-06,4.58E-06
2012/2/1,3.28E-05,5.08E-06,3.60E-06,1.61E-06
2012/2/2,1.59E-05,4.36E-06,2.43E-06,7.74E-07
2012/2/3,1.70E-05,4.22E-06,2.63E-06,1.39E-06
2012/2/6,1.51E-05,3.58E-06,1.53E-06,5.31E-07
2012/2/7,1.79E-05,2.34E-06,1.17E-06,2.86E-07
2012/2/8,1.66E-05,3.23E-06,1.09E-06,3.90E-07
2012/2/9,2.96E-05,6.65E-06,3.63E-06,8.28E-07
2012/2/10,2.80E-05,5.64E-06,2.16E-06,1.03E-06
2012/2/13,1.70E-05,3.92E-06,1.46E-06,4.02E-07
2012/2/14,2.51E-05,5.44E-06,2.59E-06,1.04E-06
2012/2/15,4.81E-05,8.74E-06,4.28E-06,2.11E-06
2012/2/16,2.46E-05,6.25E-06,2.47E-06,1.25E-06
2012/2/17,1.33E-05,3.05E-06,9.63E-07,5.45E-07
2012/2/21,1.90E-05,3.20E-06,1.35E-06,1.68E-07
2012/2/22,2.48E-05,4.83E-06,3.68E-06,1.83E-06
2012/2/23,1.85E-05,3.74E-06,1.98E-06,7.37E-07
2012/2/24,9.98E-06,2.12E-06,1.41E-06,6.11E-07
2012/2/27,2.76E-05,8.20E-06,5.12E-06,1.78E-06
2012/2/28,2.10E-05,5.53E-06,3.89E-06,2.87E-06
2012/2/29,3.63E-05,1.02E-05,3.91E-06,1.64E-06
2012/3/1,3.56E-05,1.38E-05,1.14E-05,8.28E-06
2012/3/2,1.90E-05,4.68E-06,2.78E-06,9.58E-07
2012/3/5,2.28E-05,4.20E-06,2.01E-06,5.27E-07
2012/3/6,3.35E-05,8.20E-06,4.21E-06,1.64E-06
2012/3/7,1.98E-05,4.34E-06,1.90E-06,8.13E-07
2012/3/8,1.67E-05,3.51E-06,1.68E-06,3.24E-07
2012/3/9,1.39E-05,3.48E-06,2.34E-06,1.14E-06
2012/3/12,1.82E-05,3.90E-06,2.96E-06,1.53E-06
2012/3/13,2.53E-05,4.89E-06,1.82E-06,6.70E-07
2012/3/14,1.66E-05,3.59E-06,1.64E-06,4.09E-07
2012/3/15,1.98E-05,4.78E-06,1.86E-06,7.89E-07
2012/3/16,9.83E-06,2.19E-06,6.63E-07,9.51E-08
2012/3/19,1.49E-05,3.01E-06,1.65E-06,1.26E-06
2012/3/20,1.73E-05,4.66E-06,1.67E-06,4.33E-07
2012/3/21,1.74E-05,4.04E-06,1.31E-06,2.90E-07
2012/3/22,2.24E-05,3.59E-06,2.13E-06,5.21E-07
2012/3/23,1.93E-05,6.00E-06,3.16E-06,2.26E-06
2012/3/26,1.24E-05,2.12E-06,1.07E-06,3.62E-07
2012/3/27,1.26E-05,4.32E-06,2.18E-06,1.26E-06
2012/3/28,3.09E-05,6.68E-06,1.85E-06,4.11E-07
2012/3/29,3.33E-05,7.14E-06,3.76E-06,1.02E-06
2012/3/30,1.92E-05,5.01E-06,2.17E-06,6.15E-07
2012/4/2,2.01E-05,4.27E-06,2.42E-06,7.64E-07
2012/4/3,4.10E-05,1.29E-05,9.51E-06,6.43E-06
2012/4/4,2.82E-05,5.92E-06,3.31E-06,1.12E-06
2012/4/5,1.77E-05,2.65E-06,9.67E-07,4.14E-07
2012/4/9,2.03E-05,4.39E-06,2.53E-06,1.14E-06
2012/4/10,5.00E-05,1.00E-05,5.46E-06,7.79E-07
2012/4/11,2.77E-05,4.81E-06,2.32E-06,7.92E-07
2012/4/12,1.67E-05,4.69E-06,1.41E-06,2.28E-07
2012/4/13,2.89E-05,4.38E-06,2.34E-06,1.11E-06
2012/4/16,4.19E-05,1.14E-05,6.20E-06,9.24E-07
2012/4/17,2.27E-05,4.96E-06,2.69E-06,1.25E-06
2012/4/18,2.61E-05,5.22E-06,1.49E-06,4.48E-07
2012/4/19,6.23E-05,1.06E-05,5.29E-06,2.80E-06
2012/4/20,2.56E-05,5.84E-06,2.53E-06,7.24E-07
2012/4/23,3.88E-05,8.30E-06,4.43E-06,9.31E-07
2012/4/24,2.62E-05,6.34E-06,3.22E-06,6.73E-07
2012/4/25,2.99E-05,7.01E-06,4.05E-06,8.89E-07
2012/4/26,1.83E-05,4.51E-06,3.25E-06,2.53E-06
2012/4/27,2.08E-05,4.53E-06,1.71E-06,1.06E-06
2012/4/30,1.55E-05,3.14E-06,1.45E-06,8.05E-07
2012/5/1,3.90E-05,2.28E-05,2.06E-05,1.90E-05
2012/5/2,1.82E-05,4.82E-06,2.50E-06,1.73E-06
2012/5/3,2.77E-05,6.13E-06,1.55E-06,1.36E-07
2012/5/4,3.10E-05,6.67E-06,2.54E-06,4.58E-07
2012/5/7,3.19E-05,7.64E-06,4.33E-06,5.83E-07
2012/5/8,5.06E-05,1.09E-05,5.94E-06,3.50E-06
2012/5/9,8.46E-05,1.45E-05,7.01E-06,2.77E-06
2012/5/10,4.29E-05,7.29E-06,3.95E-06,1.73E-06
2012/5/11,3.99E-05,1.09E-05,3.99E-06,1.36E-06
2012/5/14,3.56E-05,4.72E-06,1.68E-06,4.13E-07
2012/5/15,5.06E-05,1.27E-05,9.60E-06,4.61E-06
2012/5/16,6.80E-05,2.15E-05,1.24E-05,6.04E-06
2012/5/17,7.81E-05,2.23E-05,1.36E-05,9.43E-06
2012/5/18,7.64E-05,1.58E-05,7.31E-06,2.65E-06
2012/5/21,4.66E-05,8.48E-06,5.68E-06,1.61E-06
2012/5/22,6.06E-05,1.03E-05,6.06E-06,2.01E-06
2012/5/23,9.27E-05,2.22E-05,9.27E-06,5.54E-06
2012/5/24,7.88E-05,1.92E-05,9.21E-06,3.96E-06
2012/5/25,3.63E-05,1.10E-05,6.73E-06,3.75E-06
2012/5/29,4.99E-05,1.08E-05,6.86E-06,4.27E-06
2012/5/30,5.20E-05,1.08E-05,5.38E-06,2.10E-06
2012/5/31,7.60E-05,1.83E-05,9.59E-06,1.03E-06
2012/6/1,8.06E-05,1.92E-05,1.22E-05,5.71E-06
2012/6/4,7.20E-05,2.21E-05,1.00E-05,3.89E-06
2012/6/5,5.46E-05,1.71E-05,1.01E-05,7.48E-06
2012/6/6,3.22E-05,6.96E-06,3.44E-06,1.12E-06
2012/6/7,6.16E-05,1.37E-05,7.77E-06,3.60E-06
2012/6/8,3.67E-05,9.00E-06,4.27E-06,9.27E-07
2012/6/11,4.97E-05,1.01E-05,4.95E-06,1.91E-06
2012/6/12,6.69E-05,1.27E-05,8.83E-06,4.66E-06
2012/6/13,4.81E-05,1.19E-05,4.53E-06,1.06E-06
2012/6/14,8.85E-05,1.37E-05,4.13E-06,9.68E-07
2012/6/15,2.13E-05,4.25E-06,1.47E-06,7.93E-07
2012/6/18,3.90E-05,5.95E-06,2.47E-06,1.01E-06
2012/6/19,2.55E-05,8.10E-06,6.15E-06,3.55E-06
2012/6/20,9.65E-05,1.52E-05,5.07E-06,1.90E-06
2012/6/21,5.27E-05,1.31E-05,6.29E-06,3.89E-06
2012/6/22,3.48E-05,7.79E-06,2.89E-06,1.04E-06
2012/6/25,4.21E-05,7.80E-06,4.43E-06,2.46E-06
2012/6/26,4.63E-05,1.27E-05,8.27E-06,2.07E-06
2012/6/27,2.71E-05,7.12E-06,3.29E-06,7.68E-07
2012/6/28,6.51E-05,1.42E-05,6.32E-06,1.73E-06
2012/6/29,4.45E-05,4.94E-06,2.36E-06,1.51E-06
2012/7/2,4.25E-05,1.75E-05,1.27E-05,9.05E-06
2012/7/3,9.33E-06,3.27E-06,1.98E-06,1.15E-06
2012/7/5,2.85E-05,4.88E-06,1.75E-06,1.06E-06
2012/7/6,3.27E-05,4.81E-06,1.76E-06,5.97E-07
2012/7/9,2.74E-05,6.68E-06,5.29E-06,1.60E-06
2012/7/10,3.90E-05,8.68E-06,3.68E-06,1.36E-06
2012/7/11,5.31E-05,1.29E-05,7.58E-06,3.78E-06
2012/7/12,4.86E-05,8.67E-06,5.46E-06,1.48E-06
2012/7/13,2.36E-05,6.54E-06,1.14E-06,2.77E-07
2012/7/16,2.50E-05,5.01E-06,1.61E-06,7.88E-07
2012/7/17,4.40E-05,1.32E-05,9.84E-06,6.97E-06
2012/7/18,2.31E-05,4.66E-06,2.39E-06,8.82E-07
2012/7/19,3.26E-05,1.09E-05,6.19E-06,4.69E-06
2012/7/20,2.68E-05,6.22E-06,3.23E-06,1.67E-06
2012/7/23,4.09E-05,8.62E-06,4.69E-06,1.48E-06
2012/7/24,5.76E-05,9.33E-06,5.39E-06,2.14E-06
2012/7/25,4.45E-05,8.43E-06,4.91E-06,2.37E-06
2012/7/26,5.09E-05,1.03E-05,3.80E-06,2.34E-06
2012/7/27,4.77E-05,1.49E-05,3.44E-06,1.12E-06
2012/7/30,3.07E-05,7.13E-06,3.94E-06,1.59E-06
2012/7/31,2.82E-05,5.96E-06,3.10E-06,1.37E-06
2012/8/1,4.53E-05,1.02E-05,3.38E-06,1.18E-06
2012/8/2,7.05E-05,2.13E-05,7.29E-06,3.83E-06
2012/8/3,2.97E-05,2.89E-06,1.80E-06,1.04E-06
2012/8/6,1.38E-05,4.59E-06,2.01E-06,7.71E-07
2012/8/7,1.05E-05,2.68E-06,1.05E-06,5.45E-07
2012/8/8,1.35E-05,2.62E-06,1.30E-06,2.80E-07
2012/8/9,1.52E-05,4.30E-06,2.46E-06,4.83E-07
2012/8/10,1.55E-05,4.28E-06,2.13E-06,4.64E-07
2012/8/13,1.61E-05,3.30E-06,2.28E-06,1.06E-06
2012/8/14,2.01E-05,5.23E-06,3.03E-06,1.11E-06
2012/8/15,1.30E-05,3.29E-06,1.13E-06,3.93E-07
2012/8/16,1.03E-05,2.20E-06,1.42E-06,4.49E-07
2012/8/17,7.75E-06,2.05E-06,6.20E-07,3.23E-07
2012/8/20,1.13E-05,2.08E-06,1.48E-06,4.12E-07
2012/8/21,1.99E-05,5.45E-06,2.29E-06,7.51E-07
2012/8/22,3.06E-05,1.03E-05,6.02E-06,4.91E-06
2012/8/23,2.51E-05,4.97E-06,2.22E-06,7.49E-07
2012/8/24,2.14E-05,7.39E-06,8.14E-07,3.50E-07
2012/8/27,1.52E-05,4.46E-06,1.63E-06,4.62E-07
2012/8/28,1.84E-05,4.83E-06,3.12E-06,8.34E-07
2012/8/29,1.10E-05,2.63E-06,1.51E-06,1.94E-07
2012/8/30,1.34E-05,4.08E-06,1.49E-06,5.38E-07
2012/8/31,5.31E-05,1.05E-05,5.81E-06,2.10E-06
2012/9/4,2.55E-05,6.55E-06,4.21E-06,2.24E-06
2012/9/5,2.14E-05,5.69E-06,2.99E-06,1.68E-06
2012/9/6,2.18E-05,4.64E-06,2.65E-06,1.63E-06
2012/9/7,1.25E-05,2.45E-06,1.30E-06,5.64E-07
2012/9/10,1.16E-05,2.97E-06,2.01E-06,4.85E-07
2012/9/11,1.32E-05,3.68E-06,1.63E-06,4.53E-07
2012/9/12,1.56E-05,3.79E-06,1.73E-06,5.20E-07
2012/9/13,7.51E-05,1.07E-05,4.74E-06,3.06E-06
2012/9/14,2.66E-05,6.36E-06,2.49E-06,1.03E-06
2012/9/17,1.57E-05,4.42E-06,2.08E-06,5.37E-07
2012/9/18,1.56E-05,2.84E-06,1.38E-06,8.07E-07
2012/9/19,1.58E-05,3.25E-06,1.63E-06,9.77E-07
2012/9/20,2.03E-05,4.80E-06,2.54E-06,1.16E-06
2012/9/21,1.07E-05,1.96E-06,7.39E-07,4.08E-07
2012/9/24,1.57E-05,4.97E-06,3.16E-06,7.86E-07
2012/9/25,3.05E-05,9.28E-06,6.12E-06,3.30E-06
2012/9/26,3.19E-05,8.17E-06,3.59E-06,2.39E-06
2012/9/27,2.44E-05,4.48E-06,1.49E-06,4.29E-07
2012/9/28,3.40E-05,5.50E-06,2.53E-06,8.92E-07
2012/10/1,4.84E-05,2.28E-05,2.10E-05,1.47E-05
2012/10/2,4.10E-05,7.53E-06,2.48E-06,5.57E-07
2012/10/3,2.53E-05,5.42E-06,2.88E-06,1.06E-06
2012/10/4,2.24E-05,8.84E-06,4.33E-06,9.59E-07
2012/10/5,2.03E-05,4.42E-06,1.34E-06,3.65E-07
2012/10/8,1.32E-05,2.73E-06,1.02E-06,4.91E-07
2012/10/9,2.67E-05,5.37E-06,3.03E-06,6.48E-07
2012/10/10,3.06E-05,6.97E-06,3.72E-06,1.66E-06
2012/10/11,2.08E-05,5.27E-06,3.71E-06,6.85E-07
2012/10/12,2.86E-05,7.19E-06,3.65E-06,1.16E-06
2012/10/15,2.40E-05,5.11E-06,3.81E-06,7.80E-07
2012/10/16,1.12E-05,2.90E-06,1.49E-06,3.36E-07
2012/10/17,1.36E-05,2.69E-06,8.31E-07,1.88E-07
2012/10/18,2.62E-05,6.57E-06,2.55E-06,1.03E-06
2012/10/19,3.34E-05,6.27E-06,2.72E-06,1.10E-06
2012/10/22,4.33E-05,1.39E-05,5.33E-06,1.50E-06
2012/10/23,4.58E-05,7.76E-06,4.06E-06,1.91E-06
2012/10/24,3.91E-05,7.00E-06,2.59E-06,6.76E-07
2012/10/25,3.69E-05,7.57E-06,4.27E-06,9.65E-07
2012/10/26,4.96E-05,1.17E-05,6.27E-06,2.74E-06
2012/10/31,3.46E-05,9.83E-06,5.56E-06,1.73E-06
2012/11/1,2.25E-05,6.74E-06,4.49E-06,3.10E-06
2012/11/2,3.42E-05,9.74E-06,4.21E-06,2.12E-06
2012/11/5,2.40E-05,4.26E-06,2.42E-06,5.25E-07
2012/11/6,2.71E-05,4.99E-06,1.72E-06,5.48E-07
2012/11/7,7.80E-05,1.53E-05,4.30E-06,1.39E-06
2012/11/8,6.23E-05,1.34E-05,6.58E-06,1.27E-06
2012/11/9,7.58E-05,1.72E-05,6.55E-06,2.02E-06
2012/11/12,1.61E-05,3.10E-06,9.34E-07,2.84E-07
2012/11/13,4.60E-05,9.99E-06,4.58E-06,6.13E-07
2012/11/14,5.89E-05,1.64E-05,6.84E-06,3.10E-06
2012/11/15,6.20E-05,1.62E-05,7.41E-06,3.00E-06
2012/11/16,8.49E-05,1.49E-05,5.47E-06,2.44E-06
2012/11/19,2.81E-05,4.18E-06,1.68E-06,8.75E-07
2012/11/20,3.87E-05,1.06E-05,6.10E-06,1.09E-06
2012/11/21,1.39E-05,3.77E-06,1.63E-06,5.01E-07
2012/11/23,7.57E-06,1.92E-06,1.09E-06,8.02E-07
2012/11/26,2.07E-05,5.36E-06,2.28E-06,4.78E-07
2012/11/27,3.88E-05,6.36E-06,2.76E-06,1.21E-06
2012/11/28,5.50E-05,9.33E-06,5.70E-06,3.99E-06
2012/11/29,3.88E-05,1.12E-05,9.40E-06,2.00E-06
2012/11/30,2.57E-05,4.72E-06,2.70E-06,1.32E-06
2012/12/3,3.08E-05,1.21E-05,8.61E-06,6.72E-06
2012/12/4,3.75E-05,8.34E-06,4.29E-06,1.13E-06
2012/12/5,4.73E-05,1.71E-05,8.07E-06,4.39E-06
2012/12/6,2.38E-05,5.25E-06,3.21E-06,7.87E-07
2012/12/7,2.97E-05,4.37E-06,1.58E-06,7.22E-07
2012/12/10,1.41E-05,3.16E-06,9.22E-07,5.17E-07
2012/12/11,2.16E-05,4.13E-06,1.61E-06,4.61E-07
2012/12/12,2.67E-05,4.77E-06,2.23E-06,8.29E-07
2012/12/13,2.26E-05,7.03E-06,4.06E-06,1.62E-07
2012/12/14,1.69E-05,4.09E-06,2.21E-06,6.59E-07
2012/12/17,1.89E-05,4.44E-06,2.43E-06,1.69E-07
2012/12/18,1.91E-05,3.33E-06,1.73E-06,7.46E-07
2012/12/19,1.87E-05,4.20E-06,2.01E-06,5.78E-07
2012/12/20,2.46E-05,7.05E-06,3.23E-06,1.78E-06
2012/12/21,4.74E-05,7.85E-06,3.35E-06,1.57E-06
2012/12/24,7.41E-06,1.77E-06,6.54E-07,3.77E-07
2012/12/26,2.05E-05,4.85E-06,2.61E-06,1.26E-06
2012/12/27,6.36E-05,1.59E-05,6.34E-06,3.06E-06
2012/12/28,4.48E-05,1.25E-05,3.74E-06,4.77E-07
2012/12/31,8.84E-05,1.62E-05,6.98E-06,2.95E-06
2013/1/2,4.44E-05,8.18E-06,3.68E-06,1.31E-06
2013/1/3,2.50E-05,5.29E-06,2.69E-06,1.54E-06
2013/1/4,1.64E-05,4.64E-06,2.34E-06,7.85E-07
2013/1/7,1.45E-05,3.01E-06,1.13E-06,4.97E-07
2013/1/8,1.70E-05,2.58E-06,1.28E-06,2.59E-07
2013/1/9,1.43E-05,3.49E-06,1.48E-06,5.70E-07
2013/1/10,1.84E-05,7.04E-06,4.16E-06,3.36E-06
2013/1/11,9.63E-06,1.93E-06,9.52E-07,2.98E-07
2013/1/14,1.36E-05,2.90E-06,9.72E-07,4.64E-07
2013/1/15,1.22E-05,3.16E-06,1.71E-06,7.72E-07
2013/1/16,8.67E-06,1.72E-06,9.49E-07,2.91E-07
2013/1/17,1.16E-05,3.26E-06,1.67E-06,6.88E-07
2013/1/18,1.18E-05,3.36E-06,9.42E-07,3.17E-07
2013/1/22,1.04E-05,2.51E-06,1.45E-06,8.00E-07
2013/1/23,7.45E-06,1.24E-06,4.81E-07,2.81E-07
2013/1/24,1.57E-05,2.94E-06,1.31E-06,7.67E-07
2013/1/25,1.69E-05,3.55E-06,1.62E-06,6.25E-07
2013/1/28,1.21E-05,2.94E-06,2.02E-06,1.24E-06
2013/1/29,1.32E-05,4.74E-06,3.75E-06,1.06E-06
2013/1/30,1.66E-05,3.64E-06,1.72E-06,1.49E-07
2013/1/31,1.66E-05,3.94E-06,3.13E-06,2.00E-06
2013/2/1,1.77E-05,5.16E-06,3.80E-06,3.18E-06
2013/2/4,1.96E-05,4.26E-06,2.16E-06,7.28E-07
2013/2/5,1.35E-05,2.61E-06,1.16E-06,1.85E-07
2013/2/6,1.44E-05,2.67E-06,1.68E-06,7.65E-07
2013/2/7,2.47E-05,5.94E-06,2.49E-06,8.24E-07
2013/2/8,8.96E-06,2.37E-06,1.59E-06,9.04E-08
2013/2/11,8.89E-06,1.44E-06,7.32E-07,2.67E-07
2013/2/12,6.96E-06,1.77E-06,9.16E-07,1.91E-07
2013/2/13,1.07E-05,2.87E-06,1.56E-06,3.52E-07
2013/2/14,1.03E-05,2.98E-06,1.02E-06,4.01E-07
2013/2/15,1.30E-05,3.03E-06,1.47E-06,5.39E-07
2013/2/19,8.87E-06,2.15E-06,1.26E-06,2.71E-07
2013/2/20,2.40E-05,4.33E-06,1.85E-06,6.87E-07
2013/2/21,2.83E-05,7.35E-06,4.13E-06,1.98E-06
2013/2/22,1.67E-05,4.22E-06,2.59E-06,2.84E-07
2013/2/25,4.85E-05,1.26E-05,5.78E-06,1.99E-06
2013/2/26,4.94E-05,1.02E-05,4.08E-06,1.16E-06
2013/2/27,2.70E-05,6.46E-06,4.57E-06,1.44E-06
2013/2/28,2.32E-05,6.41E-06,3.21E-06,8.27E-07
2013/3/1,4.33E-05,1.22E-05,7.20E-06,3.80E-06
2013/3/4,2.20E-05,6.82E-06,4.27E-06,8.56E-07
2013/3/5,1.85E-05,4.54E-06,2.13E-06,9.49E-07
2013/3/6,1.39E-05,2.10E-06,7.98E-07,3.13E-07
2013/3/7,1.22E-05,1.88E-06,1.19E-06,5.76E-07
2013/3/8,1.38E-05,3.02E-06,1.98E-06,6.81E-07
2013/3/11,6.71E-06,1.49E-06,9.08E-07,4.52E-07
2013/3/12,1.35E-05,2.81E-06,1.56E-06,3.81E-07
2013/3/13,1.20E-05,3.76E-06,2.80E-06,1.14E-07
2013/3/14,7.13E-06,1.95E-06,5.43E-07,1.02E-07
2013/3/15,9.28E-06,1.95E-06,1.05E-06,5.55E-07
2013/3/18,2.26E-05,3.84E-06,1.51E-06,4.97E-07
2013/3/19,4.54E-05,6.65E-06,2.77E-06,8.43E-07
2013/3/20,1.79E-05,3.33E-06,2.05E-06,7.25E-07
2013/3/21,2.53E-05,6.96E-06,3.82E-06,2.48E-06
2013/3/22,1.56E-05,2.02E-06,1.27E-06,5.32E-07
2013/3/25,3.15E-05,6.74E-06,3.47E-06,2.37E-06
2013/3/26,1.52E-05,5.32E-06,3.63E-06,2.09E-06
2013/3/27,1.62E-05,3.19E-06,1.26E-06,3.04E-07
2013/3/28,1.04E-05,1.85E-06,1.15E-06,3.10E-07
2013/4/1,1.80E-05,4.87E-06,3.56E-06,2.82E-06
2013/4/2,1.31E-05,3.87E-06,2.60E-06,1.52E-06
2013/4/3,2.49E-05,3.09E-06,1.81E-06,6.04E-07
2013/4/4,2.77E-05,9.31E-06,6.97E-06,3.40E-06
2013/4/5,2.58E-05,4.06E-06,2.56E-06,1.05E-06
2013/4/8,1.74E-05,2.63E-06,1.22E-06,2.51E-07
2013/4/9,1.82E-05,3.32E-06,2.06E-06,9.48E-07
2013/4/10,1.74E-05,3.44E-06,1.31E-06,6.46E-07
2013/4/11,1.61E-05,3.49E-06,1.90E-06,9.12E-07
2013/4/12,1.97E-05,4.93E-06,2.13E-06,7.92E-07
2013/4/15,6.03E-05,1.21E-05,3.83E-06,1.51E-06
2013/4/16,3.15E-05,5.14E-06,2.59E-06,9.69E-07
2013/4/17,6.25E-05,1.22E-05,3.61E-06,9.19E-07
2013/4/18,5.93E-05,1.69E-05,8.44E-06,3.30E-06
2013/4/19,2.84E-05,5.36E-06,2.61E-06,9.27E-07
2013/4/22,3.63E-05,1.13E-05,5.14E-06,3.16E-06
2013/4/23,8.51E-05,1.36E-05,1.07E-05,6.08E-07
2013/4/24,1.98E-05,3.62E-06,1.71E-06,5.93E-07
2013/4/25,1.70E-05,3.87E-06,2.11E-06,4.59E-07
2013/4/26,1.98E-05,5.30E-06,3.01E-06,8.77E-07
2013/4/29,1.10E-05,2.20E-06,7.86E-07,7.50E-08
2013/4/30,1.74E-05,3.17E-06,1.35E-06,6.89E-07
2013/5/1,3.03E-05,9.13E-06,5.64E-06,2.44E-06
2013/5/2,1.49E-05,4.88E-06,2.36E-06,9.82E-07
2013/5/3,1.37E-05,1.89E-06,1.08E-06,4.50E-07
2013/5/6,6.52E-06,1.52E-06,1.05E-06,4.44E-07
2013/5/7,9.44E-06,1.86E-06,8.64E-07,1.50E-07
2013/5/8,7.02E-06,1.63E-06,6.41E-07,2.17E-07
2013/5/9,2.19E-05,4.87E-06,2.48E-06,1.04E-06
2013/5/10,2.05E-05,4.00E-06,2.14E-06,9.14E-07
2013/5/13,1.31E-05,3.35E-06,2.08E-06,9.14E-07
2013/5/14,1.11E-05,3.06E-06,1.44E-06,2.90E-07
2013/5/15,1.99E-05,4.46E-06,1.55E-06,4.52E-07
2013/5/16,1.86E-05,4.60E-06,2.90E-06,1.64E-06
2013/5/17,1.43E-05,5.41E-06,3.04E-06,1.93E-06
2013/5/20,1.46E-05,3.07E-06,1.36E-06,5.97E-07
2013/5/21,2.02E-05,5.41E-06,2.87E-06,9.82E-07
2013/5/22,8.13E-05,2.02E-05,1.08E-05,6.03E-06
2013/5/23,5.71E-05,1.09E-05,6.06E-06,2.14E-06
2013/5/24,2.86E-05,6.12E-06,4.31E-06,2.00E-06
2013/5/28,3.58E-05,6.66E-06,3.38E-06,1.12E-06
2013/5/29,3.70E-05,9.25E-06,4.80E-06,1.28E-06
2013/5/30,2.32E-05,5.61E-06,3.68E-06,6.50E-07
2013/5/31,3.77E-05,7.33E-06,3.60E-06,1.03E-06
2013/6/3,7.51E-05,1.66E-05,1.19E-05,4.97E-06
2013/6/4,5.22E-05,8.68E-06,4.12E-06,1.83E-06
2013/6/5,6.27E-05,1.62E-05,7.05E-06,3.33E-06
2013/6/6,6.34E-05,1.37E-05,7.72E-06,2.43E-06
2013/6/7,3.88E-05,8.32E-06,5.63E-06,2.34E-06
2013/6/10,3.18E-05,7.35E-06,4.30E-06,2.52E-06
2013/6/11,4.36E-05,8.55E-06,4.89E-06,1.31E-06
2013/6/12,5.17E-05,1.10E-05,8.31E-06,4.56E-06
2013/6/13,3.26E-05,7.05E-06,3.05E-06,1.07E-06
2013/6/14,3.83E-05,5.85E-06,2.91E-06,1.88E-06
2013/6/17,3.39E-05,7.75E-06,2.97E-06,1.24E-06
2013/6/18,1.99E-05,3.67E-06,1.55E-06,1.10E-06
2013/6/19,7.97E-05,1.49E-05,8.60E-06,1.77E-06
2013/6/20,8.72E-05,1.36E-05,7.02E-06,2.66E-06
2013/6/21,9.61E-05,2.02E-05,8.71E-06,3.43E-06
2013/6/24,0.000121602,2.56E-05,1.21E-05,7.61E-06
2013/6/25,6.19E-05,1.36E-05,5.49E-06,1.74E-06
2013/6/26,3.29E-05,6.72E-06,2.73E-06,1.82E-06
2013/6/27,2.39E-05,4.76E-06,2.04E-06,9.03E-07
2013/6/28,3.63E-05,8.64E-06,3.70E-06,1.14E-06
2013/7/1,2.80E-05,5.19E-06,2.94E-06,1.55E-06
2013/7/2,3.36E-05,6.88E-06,3.48E-06,1.61E-06
2013/7/3,2.62E-05,4.39E-06,2.73E-06,1.35E-07
2013/7/5,3.90E-05,7.00E-06,5.16E-06,1.22E-06
2013/7/8,2.19E-05,4.70E-06,2.49E-06,1.24E-06
2013/7/9,1.75E-05,3.93E-06,2.02E-06,1.25E-06
2013/7/10,3.69E-05,7.56E-06,2.39E-06,7.54E-07
2013/7/11,1.99E-05,2.71E-06,1.58E-06,6.25E-07
2013/7/12,1.15E-05,2.64E-06,1.42E-06,2.17E-07
2013/7/15,6.06E-06,1.38E-06,5.79E-07,1.70E-07
2013/7/16,1.14E-05,2.46E-06,1.47E-06,8.84E-07
2013/7/17,1.57E-05,2.81E-06,1.72E-06,3.48E-07
2013/7/18,9.55E-06,1.68E-06,6.03E-07,1.06E-07
2013/7/19,1.02E-05,2.63E-06,1.73E-06,5.10E-07
2013/7/22,7.47E-06,1.51E-06,7.57E-07,1.73E-07
2013/7/23,7.38E-06,1.88E-06,8.10E-07,4.06E-07
2013/7/24,1.73E-05,3.98E-06,2.11E-06,5.69E-07
2013/7/25,1.58E-05,5.23E-06,2.45E-06,1.12E-06
2013/7/26,1.57E-05,4.04E-06,2.12E-06,6.04E-07
2013/7/29,1.33E-05,2.51E-06,1.37E-06,4.61E-07
2013/7/30,1.34E-05,2.31E-06,1.28E-06,7.47E-07
2013/7/31,3.54E-05,6.00E-06,3.90E-06,1.80E-06
2013/8/1,1.55E-05,1.84E-06,1.07E-06,6.74E-07
2013/8/2,1.07E-05,2.05E-06,4.53E-07,2.27E-07
